brand_name,generic_name,year,drug_class,matched_terms,marketed_name_type,scope_status
Novolin R Flexpen,"Insulin Regular, Human",2022,Insulin,insulin,brand-identifiable,included
Novolin R Flexpen,"Insulin Regular, Human",2023,Insulin,insulin,brand-identifiable,included
Novolin R Flexpen,"Insulin Regular, Human",2024,Insulin,insulin,brand-identifiable,included
Acarbose,Acarbose,2022,Other diabetes therapies,acarbose,generic-name listed,included
Acarbose,Acarbose,2023,Other diabetes therapies,acarbose,generic-name listed,included
Acarbose,Acarbose,2024,Other diabetes therapies,acarbose,generic-name listed,included
Miglitol,Miglitol,2022,Other diabetes therapies,miglitol,generic-name listed,included
Miglitol,Miglitol,2023,Other diabetes therapies,miglitol,generic-name listed,included
Miglitol,Miglitol,2024,Other diabetes therapies,miglitol,generic-name listed,included
Nateglinide,Nateglinide,2022,Other diabetes therapies,nateglinide,generic-name listed,included
Nateglinide,Nateglinide,2023,Other diabetes therapies,nateglinide,generic-name listed,included
Nateglinide,Nateglinide,2024,Other diabetes therapies,nateglinide,generic-name listed,included
Symlinpen 120,Pramlintide Acetate,2022,Other diabetes therapies,pramlintide,brand-identifiable,included
Symlinpen 120,Pramlintide Acetate,2023,Other diabetes therapies,pramlintide,brand-identifiable,included
Symlinpen 120,Pramlintide Acetate,2024,Other diabetes therapies,pramlintide,brand-identifiable,included
Symlinpen 60,Pramlintide Acetate,2022,Other diabetes therapies,pramlintide,brand-identifiable,included
Symlinpen 60,Pramlintide Acetate,2023,Other diabetes therapies,pramlintide,brand-identifiable,included
Symlinpen 60,Pramlintide Acetate,2024,Other diabetes therapies,pramlintide,brand-identifiable,included
Repaglinide,Repaglinide,2022,Other diabetes therapies,repaglinide,generic-name listed,included
Repaglinide,Repaglinide,2023,Other diabetes therapies,repaglinide,generic-name listed,included
Repaglinide,Repaglinide,2024,Other diabetes therapies,repaglinide,generic-name listed,included
Invokana,Canagliflozin,2022,SGLT2 inhibitors,canagliflozin,brand-identifiable,included
Invokana,Canagliflozin,2023,SGLT2 inhibitors,canagliflozin,brand-identifiable,included
Invokana,Canagliflozin,2024,SGLT2 inhibitors,canagliflozin,brand-identifiable,included
Invokamet,Canagliflozin/Metformin Hcl,2022,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Invokamet,Canagliflozin/Metformin Hcl,2023,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Invokamet,Canagliflozin/Metformin Hcl,2024,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Invokamet Xr,Canagliflozin/Metformin Hcl,2022,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Invokamet Xr,Canagliflozin/Metformin Hcl,2023,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Invokamet Xr,Canagliflozin/Metformin Hcl,2024,SGLT2 inhibitors,canagliflozin|metformin,brand-identifiable,included
Dapagliflozin,Dapagliflozin Propanediol,2024,SGLT2 inhibitors,dapagliflozin,brand-identifiable,included
Farxiga,Dapagliflozin Propanediol,2022,SGLT2 inhibitors,dapagliflozin,brand-identifiable,included
Farxiga,Dapagliflozin Propanediol,2023,SGLT2 inhibitors,dapagliflozin,brand-identifiable,included
Farxiga,Dapagliflozin Propanediol,2024,SGLT2 inhibitors,dapagliflozin,brand-identifiable,included
Xigduo Xr,Dapagliflozin/Metformin Hcl,2022,SGLT2 inhibitors,dapagliflozin|metformin,brand-identifiable,included
Jardiance,Empagliflozin,2022,SGLT2 inhibitors,empagliflozin,brand-identifiable,included
Jardiance,Empagliflozin,2023,SGLT2 inhibitors,empagliflozin,brand-identifiable,included
Jardiance,Empagliflozin,2024,SGLT2 inhibitors,empagliflozin,brand-identifiable,included
Synjardy,Empagliflozin/Metformin Hcl,2022,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Synjardy,Empagliflozin/Metformin Hcl,2023,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Synjardy,Empagliflozin/Metformin Hcl,2024,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Synjardy Xr,Empagliflozin/Metformin Hcl,2022,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Synjardy Xr,Empagliflozin/Metformin Hcl,2023,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Synjardy Xr,Empagliflozin/Metformin Hcl,2024,SGLT2 inhibitors,empagliflozin|metformin,brand-identifiable,included
Steglatro,Ertugliflozin Pidolate,2022,SGLT2 inhibitors,ertugliflozin,brand-identifiable,included
Steglatro,Ertugliflozin Pidolate,2023,SGLT2 inhibitors,ertugliflozin,brand-identifiable,included
Steglatro,Ertugliflozin Pidolate,2024,SGLT2 inhibitors,ertugliflozin,brand-identifiable,included
Segluromet,Ertugliflozin/Metformin,2022,SGLT2 inhibitors,ertugliflozin|metformin,brand-identifiable,included
Segluromet,Ertugliflozin/Metformin,2023,SGLT2 inhibitors,ertugliflozin|metformin,brand-identifiable,included
Segluromet,Ertugliflozin/Metformin,2024,SGLT2 inhibitors,ertugliflozin|metformin,brand-identifiable,included
Qtern,Dapagliflozin/Saxagliptin Hcl,2022,SGLT2/DPP-4 combination,dapagliflozin|saxagliptin,brand-identifiable,included
Qtern,Dapagliflozin/Saxagliptin Hcl,2023,SGLT2/DPP-4 combination,dapagliflozin|saxagliptin,brand-identifiable,included
Qtern,Dapagliflozin/Saxagliptin Hcl,2024,SGLT2/DPP-4 combination,dapagliflozin|saxagliptin,brand-identifiable,included
Glyxambi,Empagliflozin/Linagliptin,2022,SGLT2/DPP-4 combination,empagliflozin|linagliptin,brand-identifiable,included
Glyxambi,Empagliflozin/Linagliptin,2023,SGLT2/DPP-4 combination,empagliflozin|linagliptin,brand-identifiable,included
Glyxambi,Empagliflozin/Linagliptin,2024,SGLT2/DPP-4 combination,empagliflozin|linagliptin,brand-identifiable,included
Steglujan,Ertugliflozin/Sitagliptin Phos,2022,SGLT2/DPP-4 combination,ertugliflozin|sitagliptin,brand-identifiable,included
Steglujan,Ertugliflozin/Sitagliptin Phos,2023,SGLT2/DPP-4 combination,ertugliflozin|sitagliptin,brand-identifiable,included
Steglujan,Ertugliflozin/Sitagliptin Phos,2024,SGLT2/DPP-4 combination,ertugliflozin|sitagliptin,brand-identifiable,included
Amaryl,Glimepiride,2022,Sulfonylureas,glimepiride,brand-identifiable,included
Amaryl,Glimepiride,2023,Sulfonylureas,glimepiride,brand-identifiable,included
Glimepiride,Glimepiride,2022,Sulfonylureas,glimepiride,generic-name listed,included
Glimepiride,Glimepiride,2023,Sulfonylureas,glimepiride,generic-name listed,included
Glimepiride,Glimepiride,2024,Sulfonylureas,glimepiride,generic-name listed,included
Glipizide,Glipizide,2022,Sulfonylureas,glipizide,generic-name listed,included
Glipizide,Glipizide,2023,Sulfonylureas,glipizide,generic-name listed,included
Glipizide,Glipizide,2024,Sulfonylureas,glipizide,generic-name listed,included
Glipizide Er,Glipizide,2022,Sulfonylureas,glipizide,brand-identifiable,included
Glipizide Er,Glipizide,2023,Sulfonylureas,glipizide,brand-identifiable,included
Glipizide Er,Glipizide,2024,Sulfonylureas,glipizide,brand-identifiable,included
Glipizide Xl,Glipizide,2022,Sulfonylureas,glipizide,brand-identifiable,included
Glipizide Xl,Glipizide,2023,Sulfonylureas,glipizide,brand-identifiable,included
Glipizide Xl,Glipizide,2024,Sulfonylureas,glipizide,brand-identifiable,included
Glucotrol Xl,Glipizide,2022,Sulfonylureas,glipizide,brand-identifiable,included
Glucotrol Xl,Glipizide,2023,Sulfonylureas,glipizide,brand-identifiable,included
Glucotrol Xl,Glipizide,2024,Sulfonylureas,glipizide,brand-identifiable,included
Glyburide,Glyburide,2022,Sulfonylureas,glyburide,generic-name listed,included
Glyburide,Glyburide,2023,Sulfonylureas,glyburide,generic-name listed,included
Glyburide,Glyburide,2024,Sulfonylureas,glyburide,generic-name listed,included
Glyburide Micronized,"Glyburide,micronized",2022,Sulfonylureas,glyburide,generic-name listed,included
Glyburide Micronized,"Glyburide,micronized",2023,Sulfonylureas,glyburide,generic-name listed,included
Glyburide Micronized,"Glyburide,micronized",2024,Sulfonylureas,glyburide,generic-name listed,included
Pioglitazone-Glimepiride,Pioglitazone Hcl/Glimepiride,2022,Sulfonylureas,glimepiride|pioglitazone,brand-identifiable,included
Pioglitazone-Glimepiride,Pioglitazone Hcl/Glimepiride,2023,Sulfonylureas,glimepiride|pioglitazone,brand-identifiable,included
Pioglitazone-Glimepiride,Pioglitazone Hcl/Glimepiride,2024,Sulfonylureas,glimepiride|pioglitazone,brand-identifiable,included
Actos,Pioglitazone Hcl,2022,Thiazolidinediones,pioglitazone,brand-identifiable,included
Actos,Pioglitazone Hcl,2023,Thiazolidinediones,pioglitazone,brand-identifiable,included
Actos,Pioglitazone Hcl,2024,Thiazolidinediones,pioglitazone,brand-identifiable,included
Pioglitazone Hcl,Pioglitazone Hcl,2022,Thiazolidinediones,pioglitazone,generic-name listed,included
Pioglitazone Hcl,Pioglitazone Hcl,2023,Thiazolidinediones,pioglitazone,generic-name listed,included
Pioglitazone Hcl,Pioglitazone Hcl,2024,Thiazolidinediones,pioglitazone,generic-name listed,included
